Content,Emotion_actual,Emotion_predicted
most definately They be have a hard time cuz I m so young amp never saw this but I wrkd hard make cars amp now I m disable,sadness,sadness
freakin sleep and i have a horrible stomach ache,worry,sadness
sad my McMcBuddy think I look like I could have a little rainbow I like burritos ok BURRITOS,sadness,worry
my eye out watch My Girl last period hahah,sadness,worry
pics I just upload be the baby pics of my cat Missy be now an adult and a pretty little kitty but Batty be in kitten heaven now,love,worry
Last show today Very sad i can decode ur msg haha cant wait till u get 2 Sydney D i miss out on ticket tho o xx,happiness,sadness
Is the Bee to Busy to talk to his buddy on Yahoo,sadness,worry
morning everyone off to work in 10 min s,empty,sadness
You ll be miss Bring me back a keychain,empty,worry
gas PLUS no money Desperation and that s the word of the day,anger,worry
me too,sadness,neutral
Thank You Sweetie I just don understand how people can be mad at me for something THEY make as a choice in life,love,worry
do you really smoke,surprise,neutral
really no android twitter app of Tweetie s calibre,love,worry
just suck,worry,sadness
exams next week,sadness,neutral
The playdate be back on but my van s transmission be dead,surprise,worry
nope not really only a sweatshirt oh and these really really awesome doughnuts haha,surprise,sadness
I saw the show list and saw it be on a Wednesday,enthusiasm,worry
noes hey what s my tatoo say,neutral,worry
I work till 6 30 daily at the bank how do I get free ribfest pass,worry,worry
Hi Mel if you feel unhappy just take a bite of fry but don t overdo If can help it don t,neutral,worry
DArLiNE miss you,sadness,sadness
102 7 KIIS FM hey I can t seem to get ryan s show online what s not right then,neutral,neutral
what s wrong with dress in fifties fashion,neutral,worry
I still have a lot of time on my stupid contract 18 months before I can change providers,sadness,hate
I be afraid you be go to say that,neutral,worry
TWITS Headed to the BX to clean up the new Apartment But kinda sad cuz I dream about him last night,worry,sadness
Wow that s one deep sleep Wish I could sleep like that one little noise and I m awake,worry,worry
Well I would love to have a Zoo P Dont think I can be there sunday But sometime I will I want to,happiness,sadness
Dublins98Dave have ticket,surprise,worry
at home Wifi not reach the garden,fun,neutral
i hope your do great I your friends and california miss you,love,sadness
last day we be go to miss her,sadness,sadness
all be here now Tomorrow at 8 we start 291km s of mud,hate,neutral
think I m gon na try to go vegetarian again and no soda and majorly cutback on beer too many carbs but its so yummyy,sadness,worry
i h8 wake up,hate,neutral
Casue everyone be go their seperate ways Never go to see my friends again,sadness,worry
feel like fly off somewhere It s be a month since my last trip,relief,sadness
be I still awake when I have to work at 8 This be not good,worry,worry
WHAT S UP MY HOMIEE I MISS YOU LIVE LAST NIGHT I HOPE YOUR ON TONIGHT I WILL HIT YOU UP CUTIE,worry,worry
Adsense Income down by 6 in this months Payment Indian Govt Happy for Falling Publishers Sad,worry,worry
suck duck nut lt 8 8 gt,sadness,hate
have not be this sick in years OMG This suck so bad Sickness end up include a full restroom cleanup,sadness,worry
if I m unsociable I m load up stock in the shop mums make me,sadness,worry
I need to make a lot of money tomorrow,enthusiasm,worry
Very happy that land safely I miss her already,love,worry
to set the alarm for a 6am ride Hope I can get in a few easy miles after work Tomorrow racin the Gap,worry,worry
my train be late It start here but it s 15 mins late arrive from London in the first place,worry,worry
start my day a long Friday,neutral,neutral
out with sam billy and veronica not go to school tomorrow to take sam to body shop Dang car accidents,worry,neutral
Can you send out letter email to clients to remind them you re there,surprise,neutral
a deadline to meet No TGIF for me,neutral,worry
thomas look so precious i hate when they say quot there it be i see the white light quot in every ghost whisperer show,surprise,sadness
not asleep Ahh Wtf,worry,worry
FreyaLynn yep jimmy buffett FTW jimmy need to tweet his word of wisdom every morning,neutral,worry
i didnt even remember it be my bday today,worry,sadness
wake up and my tummy hurt there s always something wrong with me S,worry,worry
i have to wok a nite shift tonite so will miss it please DM me i promise i wont tell anyone else 0,sadness,worry
i feel like i need to cry now i can t believe that in less than 2 years ill be walk across the stage to get a High School diploma,sadness,worry
I could but win t get here in time before my Vegas trip So I ll still look like a noob there,worry,worry
you be not get on anymore sad,sadness,worry
at work ohwell need money so D,neutral,worry
omg man i ll pray for ya,worry,worry
be watch Blood on veoh episode 19 love the music wish i could watch the live action but not old enough,love,sadness
yeah suck eh,hate,sadness
cucumber have go limp,empty,worry
Well can ya please send some luvin to im sense deep fiery anger surround his presence right now,worry,worry
to feel better,worry,worry
Birthday to mee Excited to go out tonight but I m gon na miss my girl,worry,sadness
Yes I think so unless it change I send u a happy mother day text but u never respond back,sadness,worry
no I wish Just a van that come round We miss him,surprise,sadness
damn money sign Ugh,neutral,neutral
yeah S i feel all funny cause i haven t sleep enough i wake my mum up cause i be sing she s not impress S you,sadness,sadness
be all the cool class be offer this summer Boo,worry,worry
It be AMAZING Its gon na get scratch soo much though Lol I have 4 movies and 30 TV Shows on it already,neutral,worry
to do an Audioboo record but it distort due to the high volume OBS,sadness,worry
last day of Bedford County History with gossip and twitter away as usual,relief,worry
I m try to sleep It s not work,empty,worry
might get kick out of school Thing be they don t know that most of us need a job to live in this city,worry,worry
work oh no it s the first day of monthly visitor ahh,sadness,worry
Waraku be tasteless and expensive Portion be so little re waraku,hate,worry
full again,surprise,sadness
get back from the BBQ i get sunburn on my legs well sore,surprise,worry
mom just texted me and tell me that Rodney be chase fireflies in their backyard Aww I m miss him,surprise,worry
weekend standby duty,surprise,neutral
the only ho that didnt go to tigerheat tonite,sadness,neutral
I can t this weekend sorry And Steph be work,sadness,sadness
find stuff to sell I m so poor,worry,worry
during that whole whole addiction talk with my brother and that lady i break down and couldnt help but cry,surprise,sadness
Trip to DC next week cancel So no Artomatic or beer with,sadness,sadness
ASLEEP ON ME AGAIN But I know how it feel now LOL Drag Me To Hell tonight Quite excite,sadness,sadness
think wee callum should of get through last night,worry,neutral
way to work,neutral,neutral
computers and the Ethernet at school be so slow,worry,worry
yeah it be face2face nite we go to palisade to see star trek i can t remember it i say it while we be in the car,fun,worry
Its so nice i ahd to work today,relief,happiness
bed have tha nerve 2 call my blackberry askin me where the hell I be look like I get ta go ya ll I ll c u in 3 5hours after nap,worry,neutral
get finish watch marley and me and I cry like a fuck baby I m miss my beast like crazy,sadness,sadness
inoo thats why i sed ino how u feel coz im in love with kyle i feel like such a saddo but its true ha i wan na see him tuesday,love,sadness
untalented bitch be mean to my talented friends,hate,sadness
too perfect outside to be at work,happiness,neutral
the hill be gunna be so different gl with your design etc,love,worry
zombie wrangler sound like fun I don t have halo war,happiness,neutral
hahaha chivalry s not dead just rare,happiness,worry
poop my guitar lesson be cancel today I m so sad I hope his son feel better soon tho,sadness,worry
serious Perhaps Sat will work out better,neutral,neutral
day work for the Uni today sad time,sadness,sadness
Jeff can t Forcast tonight He say Saturday he s good at 8 30 your time If you knowï ½ you don t have A LIFE on Saturdays,neutral,worry
i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up THAT be how shit i feel,sadness,worry
lab inform me the logic board be dead as well It be farking expensive to replace I don t know what to do MyPowerBookG4RIP,worry,worry
